train_times,steps,reward,Q loss,update_QNet_times,G loss,update_G_times,D loss,update_D_times,W_D
0,640.0,0.009754211898170034,nan,1,nan,1,nan,1,nan
4,470.0,0.09372271384857556,0.24298992815893145,2,-0.0019485919456896127,2,-3.146338730222649,2,3.5158515034657385
8,580.0,0.049497420748221645,0.1819758484023623,3,-0.007090519227590322,3,-3.923423256062799,3,4.402529958811485
12,520.75,0.05817770882755886,0.17300100835919796,4,-0.020846329689740522,4,-3.5061876005044694,3,3.908958037259678
16,576.6,0.04394251486368098,0.17303847307533338,4,-0.032139845703333156,5,-3.4492055652125018,3,3.8208987832783414
20,543.8333333333334,0.05261356681548885,0.9817537805205211,5,-0.05831673503850728,7,-3.1730010527107453,4,3.497217415363425
24,519.1428571428571,0.05910615096423951,1.3406517538730987,6,-0.06845316631044639,9,-3.2392547245930743,6,3.5676804856714557
28,554.25,0.04617914547253876,1.837290237061014,6,-0.08446396024053174,10,-3.2488087592333086,7,3.5919150793771193
32,581.5555555555555,0.03821389675400469,7.226505699751627,6,-0.10970186177749039,11,-3.293703494361705,8,3.6563494361466207
36,603.4,0.028582640856208808,12.844442831143494,6,-0.14514236612095574,12,-3.3609658898817907,9,3.735972755774396
40,619.4,0.02343464132627507,18.012345860002718,6,-0.18618288673470476,13,-3.307866083359553,9,3.6858487422346244
44,618.8,0.015840277599978594,25.09022886925439,7,-0.2569291909740584,15,-3.380758809746139,11,3.7731013392797776
48,614.3,0.021897739107664925,26.38521458011183,8,-0.36566303944769774,16,-3.211993564045263,11,3.5940428145370547
52,613.9,0.02265783293813211,32.127767278268486,9,-0.40488005695344365,18,-2.9479493627269013,12,3.3822054185234394
56,613.9,0.01774767476065674,32.446111695959715,10,-0.5069479306921498,19,-2.902030842857454,12,3.366004264341084
60,655.9,0.007759796693323463,35.26638184159452,11,-0.5830586253582324,20,-3.034707661451791,13,3.5228209398385095
64,698.8,-0.006529139445380744,46.92963424517169,11,-0.7330682697208941,21,-2.873472031952832,13,3.3397460685401703
68,670.5,0.006035386806309004,64.11671978983735,12,-0.7656653005554476,22,-2.7412843809690925,14,3.1918344097013653
72,649.6,0.012577395618814713,68.8812342082804,13,-0.9080007396402212,24,-2.6781234789934816,16,3.1170077887682828
76,649.6,0.014483845297444373,75.08211365229674,13,-0.8945968241083613,24,-2.257177440139691,16,2.748886181602637
80,595.0,0.03525777337125991,101.14366260217416,14,-0.929100711166597,25,-2.223868847332603,18,2.707119937007387
84,594.6,0.03640313605150812,95.22772357470579,15,-1.0546404196352461,26,-1.9826670209903248,18,2.46628402386913
88,558.0,0.045471974627065696,96.28896192318985,16,-1.1355303063770827,27,-1.8164354302325574,18,2.3046297036589123
92,604.1,0.033034534117389075,95.17238629600736,17,-1.2471346928350868,28,-1.8913128168494957,18,2.3630999827162813
96,604.1,0.03654451396758107,113.88100922160679,17,-1.230228838039545,28,-1.7791298524574894,18,2.2201244754130363
100,604.1,0.03610154744444175,162.61020097785527,17,-1.4045363783780314,29,-1.5335312721097014,18,1.9451931653620194
104,584.7,0.045641804453747783,214.74871709399753,18,-1.2869544569424494,30,-1.5260123859599442,20,1.9580977387512448
108,613.0,0.032849952716857325,215.93911984125776,19,-1.3142275230752098,30,-1.1724830812024367,20,1.687210741067926
112,633.9,0.025388419823943454,248.51391722679142,19,-1.2699218853687246,30,-1.1541881457354044,21,1.6702199550966423
116,633.9,0.023990874205647734,271.1696611542172,19,-1.326363873436909,30,-1.3312804130816625,22,1.7804212827304446
120,688.5,0.0026371517885920696,280.79071004973514,19,-1.3822643615038097,31,-1.3513255189390232,23,1.8053158703722336
124,739.5,-0.010408158823473058,304.1963705391354,20,-1.3888073274391461,32,-1.404749198447292,24,1.8284571010108899
128,780.6,-0.024490598751478014,323.16682202763025,21,-1.4475794055128328,33,-1.393406155090003,24,1.7790544674283377
132,768.3,-0.022844070268954398,335.49728946791754,22,-1.4712441760779325,34,-1.40637285424474,24,1.7502442901733293
136,768.3,-0.021174452096314248,335.4168403051164,23,-1.645340747934835,35,-1.4429389231100989,25,1.788514973475977
140,766.7,-0.01885610456807497,334.7067719075945,24,-1.5811040506596434,37,-1.4074592705026991,26,1.7611196784181176
144,786.1,-0.029207160962590285,293.5930383139716,25,-1.655899141307368,37,-1.2761724446157716,26,1.6220924517432294
148,773.6,-0.02445357543955142,314.26277660242715,26,-1.7489116416892245,38,-1.7020562966646522,28,1.9976366689362457
152,771.8,-0.024500277735292283,294.50294620259604,27,-1.814540651657929,39,-1.6075343363366297,29,1.894667381694747
156,771.8,-0.0243813846353114,283.3550779730479,28,-1.8563984326914782,39,-1.6365479965669931,30,1.9383874812440738
160,771.8,-0.023092859739270145,303.2124209728241,28,-1.9131089945737685,40,-1.584714866734472,31,1.8703101157363917
164,771.8,-0.025165737215618385,301.98449262046813,29,-1.8178116430218023,40,-1.4000615968003145,31,1.6956256568936836
168,771.8,-0.027594636996311435,326.07336700503026,29,-1.751246418307225,41,-1.4047080167249981,31,1.6997262448742982
172,775.2,-0.02619401379507298,362.3548707682292,30,-1.7787779032356206,43,-1.496443286978588,33,1.7842717240593498
176,775.2,-0.02822024891726197,376.20654034747497,31,-1.8340727974052982,44,-1.4691670567454025,34,1.7432082372285955
180,776.8,-0.03236092265498009,417.1716649100564,32,-1.7521884407473238,45,-1.4679130242011802,35,1.7453035083216935
184,776.8,-0.02852389451330566,453.72307875448286,33,-1.8849651763875581,47,-1.4981781301052082,36,1.7629752465389679
188,760.7,-0.023807121121879053,447.4867106069508,34,-1.899184029480828,47,-1.3260829875116011,36,1.5474298778228472
192,762.5,-0.023548372123570246,441.6502524131717,35,-1.8855642273088429,47,-1.2369454847106174,36,1.4493518075635048
196,762.5,-0.019419956691550853,451.28453015110716,36,-1.9123312991161856,47,-1.053277506500346,36,1.240692319424348
200,762.5,-0.019516568717161387,423.58636900685053,37,-1.810869101661074,47,-0.7446902099138625,36,0.9480902149749102
204,762.5,-0.018539748392924306,479.81992471796093,37,-2.0022950470121814,48,-0.8974893155976696,37,1.0867793769361875
208,762.5,-0.01783800173494461,488.0939076878808,37,-1.926412576526013,48,-0.7575263270420831,37,0.9590934322829678
212,725.0,-0.006318602862931638,512.3482966496728,38,-2.059295649625798,50,-0.7413684923238721,39,0.944365456043578
216,725.0,-0.008252177605668765,497.06566240978236,39,-1.9636108817726683,51,-0.8706768546312944,40,1.1221688942266113
220,725.0,-0.00966284462927142,466.7212546796798,39,-2.0897881518363848,52,-0.8823663993717895,40,1.1456506935030015
224,725.0,-0.01484161370624824,615.2174461304346,39,-2.2634781270223256,53,-0.8592135346295414,40,1.1246906814329949
228,746.2,-0.017403898591327308,830.0412738993964,40,-2.2348561197739203,54,-0.886277712337,42,1.1658175152063164
232,745.9,-0.012964753809480053,934.0043823717867,41,-2.202932888754253,55,-0.8150914969961065,43,1.0963137957309703
236,745.9,-0.012940460591460961,965.9836499022282,42,-2.229865881193763,55,-0.8722512415518062,43,1.1396103986979582
240,745.9,-0.012923462834131389,1005.8216271526453,43,-2.4135585418175625,56,-1.1275802444884875,44,1.3745799269036516
244,745.9,-0.014601172317238675,957.8487944919704,44,-2.5556152002676624,57,-1.308123945737507,45,1.586535909002628
248,745.9,-0.011867301998469675,979.612026583238,45,-2.937473284269241,58,-1.4772326332618804,46,1.7454592257164645
252,792.3,-0.02540584347398217,952.414200789018,46,-3.0272054695237354,59,-1.463396639072482,47,1.7330379004534149
256,792.3,-0.024198544463840104,1011.3826500077681,47,-3.4040884287637483,60,-1.2891902831484883,48,1.5128381823025872
260,758.4,-0.014030378362686984,1007.8361352804935,48,-3.6741714536468733,61,-1.374866544304044,49,1.5877978387663159
264,748.8,-0.006310062746805354,815.1638810142089,49,-3.70173063540645,62,-1.7604037580292295,50,2.0136241370923336
268,756.2,-0.010626589591505819,627.874987789666,50,-4.068485999943266,63,-1.9635503816137376,51,2.2310292804107865
272,746.0,-0.00858572985431091,563.0086444682993,51,-4.39347124877957,64,-2.0029539224251964,51,2.256569620562236
276,746.0,-0.0147903196607572,526.842833509437,52,-4.750734694840718,65,-2.0759586877272946,51,2.3371290701190373
280,746.0,-0.013531658496374097,520.8147511831837,52,-4.985175671801509,66,-2.2424566534886514,52,2.5325779687258674
284,727.2,-0.006796128027737769,530.1909855619983,53,-5.059518333069689,67,-2.117501709876744,53,2.3837131346159253
288,677.3,0.005398275932434899,469.96726482072637,54,-4.872720255744663,67,-1.9148491171629023,53,2.1941809601092523
292,677.3,0.002555564611582584,446.0089918486195,55,-4.838030386095783,67,-2.0407146374059186,54,2.362373164544919
296,677.3,0.0030095905822548354,461.33770492235,55,-4.838400493355798,68,-1.968535123883494,54,2.279726009584551
300,669.9,-8.640925241467611e-05,484.67424263953336,56,-4.713707038470978,69,-1.9046557761998397,55,2.20852795011509
304,679.5,-0.008928238438302096,481.17939871423897,57,-4.721380589353015,69,-1.7155247409237275,56,1.9900767788247826
308,679.5,-0.009597797306062384,485.6469562606811,57,-4.662617609484328,69,-1.6599424115636179,57,1.9321947517737192
312,690.0,-0.017850571923950488,480.88274374135347,57,-4.69504949491885,70,-1.7638701130804708,57,2.0368964766208775
316,684.0,-0.01297726838684483,501.6017979558309,58,-4.692481683277421,71,-1.878071675176939,58,2.16611920826413
320,684.0,-0.012956118795737747,464.4194008023811,59,-4.617185902392323,71,-1.677589860963165,58,1.9420489320826249
324,647.4,-0.0011934843322682271,473.4335991437507,60,-4.499721485504297,72,-1.587877936744592,59,1.8475118018029515
328,653.6,-0.0032461464391994694,484.2090547584765,61,-4.519424239260078,72,-1.9359966792244314,60,2.209918251010505
332,653.6,-0.00225469182759228,475.8499287704699,62,-4.513256694438181,72,-1.9285330793612796,61,2.1748823221650992
336,653.6,0.00023920388848080662,442.64480180462925,62,-4.399485915878204,73,-2.0295923364829327,61,2.290168466903495
340,666.5,-0.0009048461882856316,411.17813902259593,63,-4.533841124900965,75,-2.1672651976103228,63,2.4472181154168915
344,666.5,0.0027520553906144685,421.97222579996514,64,-4.607732962630314,76,-2.262605019932453,64,2.563565953908093
348,666.5,0.0023576899554319233,426.0929513172381,64,-4.644637370999112,77,-2.063564988149067,64,2.3340443856726694
352,666.5,0.005926126618889687,418.81357327183804,64,-4.614672494161912,78,-2.0816089440100365,64,2.3759778118177195
356,661.6,0.005179829172523828,425.3794466594928,64,-4.62150383871011,79,-1.9497554243086381,64,2.225783977479796
360,653.8,0.0064138902195158415,464.44430763943984,64,-4.813051862782903,80,-1.945242736723533,64,2.213232909379734
364,709.2,-0.01523059187360835,511.9220199134711,64,-4.874968702844297,80,-1.9473627783748075,64,2.2171955028843096
368,752.9,-0.025270099065996015,546.0783236816291,65,-5.013459415652536,81,-1.75885873314711,65,1.9992488321997601
372,752.9,-0.024235144224270942,623.1806304850145,65,-5.293804534592412,82,-1.5646393307243178,65,1.7857989294268566
376,745.4,-0.02394834375370973,659.56064654489,66,-5.325751422910076,83,-1.5597397609424068,67,1.7726265964595356
380,773.8,-0.030026574070402545,659.3699493968271,67,-5.386144544342251,84,-1.3937621406230845,67,1.6249825325237985
384,773.8,-0.029059730313000316,682.7396262824319,68,-5.537234906016878,85,-1.2464347280213173,68,1.4552419420540936
388,773.8,-0.03217530725919218,649.8834971892618,69,-5.5888962912815385,85,-1.275738922152459,68,1.4897300495996018
392,773.8,-0.030485965859556458,642.1096274141254,70,-5.7859118784392125,86,-1.2259312295945881,69,1.416353549837464
396,777.2,-0.028414838928367252,652.7080568015359,71,-5.811204039132354,87,-1.3393423771874875,71,1.548295006731544
400,785.0,-0.02761938522355964,622.0011840889671,72,-5.810857208825722,88,-1.315502469062087,71,1.5520314813503109
404,770.1,-0.018771433543203445,566.1534514953152,73,-5.928849541749617,88,-1.2745559279567555,71,1.5014676437173224
408,770.1,-0.01952333885317361,545.0204839494878,74,-6.157719096448084,89,-1.334823823807341,72,1.5674299665948355
412,770.1,-0.023095501244726886,496.46257109751843,75,-5.929637708587177,89,-1.3554180415275499,72,1.6040993017614489
416,777.6,-0.025178359343521632,439.956190374201,76,-5.965317888216239,89,-1.2922309868811932,72,1.5378305636837024
420,777.6,-0.024394853741484934,446.0686247926192,76,-5.98587564402006,90,-1.3412070778112475,72,1.5482760503280042
424,777.6,-0.030481107431184144,453.58164705010614,76,-5.9120638142676665,91,-1.2501360442812068,72,1.4566068453975398
428,777.6,-0.026703125946839844,479.5066099776066,77,-6.021499279371716,93,-1.3167225052335434,74,1.53851895365992
432,777.6,-0.029098657125956884,501.247620389187,78,-5.8720830366662655,94,-1.3274469926993366,76,1.5833946580907914
436,785.1,-0.031446217130409786,495.93572164905436,78,-5.923037421933629,95,-1.2586176113715708,77,1.4954937691709609
440,730.5,-0.012406493827051343,505.18758021926885,79,-5.787685799648363,95,-1.202111742850212,77,1.4060458947651917
444,731.2,-0.01447602449946781,507.1738094291687,80,-5.549438799305095,95,-1.4618292691825836,78,1.696770427501864
448,694.3,-0.003962987633718882,525.7494183158875,81,-5.360064173026217,96,-1.4003722922618294,79,1.6284168089197741
0,800.0,-0.03458587354346816,nan,1,nan,1,nan,1,nan
4,800.0,-0.04725043443316426,1008.7816685994467,2,-4.338161591026518,2,-0.7336004386914687,2,0.8101712455352147
8,800.0,-0.04110645049812408,1016.2696305592855,3,-4.312565640442902,3,-1.3847242939363542,4,1.4970740303397179
12,800.0,-0.03405148001337285,990.6773340861004,4,-4.371391300249983,4,-1.248994634816147,4,1.339833939406607
16,743.6,-0.0043998396384892415,984.80482934316,5,-4.379378488080369,5,-1.1634166810674489,4,1.2441150334974131
20,753.0,-0.010721431920451488,846.635684820811,6,-4.791782262259059,6,-0.41969247405831184,4,0.5504899034897488
24,759.7142857142857,-0.014920637943068108,862.6408480803171,6,-4.738783108691375,6,-0.5667135194383769,5,0.6978150871064929
28,764.75,-0.017937887400980894,876.9478221030462,6,-4.692861763021303,6,-0.6419791525577211,6,0.7619043182759058
32,768.6666666666666,-0.018633465677398025,885.5704071402549,6,-4.6644469439569445,6,-0.7955646294912893,7,0.9058228385945162
36,771.8,-0.018328426978102046,895.592352411482,7,-4.637811694800117,7,-0.7497988387298437,8,0.8633145975845832
40,771.8,-0.018077401866535205,899.3423228995005,7,-4.619929403232203,7,-0.7739398945119077,9,0.880236061513424
44,771.8,-0.01526240440697163,895.4118155956269,7,-4.637021136946148,7,-0.8350243575191902,10,0.945629864467515
48,771.8,-0.018092730489163045,893.8045897452037,7,-4.643102895716826,7,-0.7283045680969695,11,0.837919296870629
52,771.8,-0.021922624562567085,901.3474021434783,7,-4.636343237095408,7,-0.7889169342711104,12,0.9009469330145252
56,800.0,-0.03631822323771501,898.4080699570974,8,-4.642499902016587,8,-0.9458484120738124,14,1.0638121143480144
60,800.0,-0.036154668048826735,962.890192680359,9,-4.450826853679286,9,-1.2906672262867345,14,1.3835534732706016
64,759.2,-0.02611800721824723,968.1161426925659,10,-4.440557436645031,10,-1.2511749884337446,15,1.341249715967311
68,759.2,-0.025689275608382946,894.6369974772136,11,-4.727071577807267,11,-0.8956140226556455,15,1.0421735123958853
72,759.2,-0.026403128281479903,894.1199279022215,11,-4.7334212208787605,11,-0.9060438485884678,16,1.0548338775005608
76,759.2,-0.028124399774109056,888.3907440694172,11,-4.745150337451035,11,-0.964303013556249,17,1.1040370617475777
80,749.5,-0.026524748173595125,891.1041198476156,12,-4.756365880039003,12,-0.9900637536762386,19,1.1297782712346978
84,749.5,-0.031384970276013835,856.2901001993814,13,-4.828562821778986,13,-0.9657741410424933,20,1.1124019613100422
88,749.5,-0.033106531654998286,849.91469329834,13,-4.85452229446835,13,-1.0178287109727453,21,1.1567281218104895
92,717.3,-0.021077796646312496,842.9816271972655,14,-4.866175923248131,14,-1.1462917886948627,23,1.284317861835162
96,717.3,-0.019344149411992976,772.8957464726767,15,-5.102604690714488,15,-0.7026817150528557,23,0.859057672352072
100,717.3,-0.017304228789414206,776.8215466690064,15,-5.096528354476368,15,-0.6404016111189101,23,0.7999798614586158
104,758.1,-0.026146161233899772,770.2049549738566,15,-5.116163584613611,15,-0.6405322430358595,24,0.8076983479464811
108,734.3,-0.017175523921835103,843.1239951578776,16,-4.837054676503415,16,-1.0829335992332616,26,1.2017116266295076
112,734.3,-0.016704445662816928,781.1847982025147,17,-5.009045965662077,17,-0.6324412396109833,26,0.782857588708874
116,711.4,-0.013739906294504714,781.6794462585449,18,-5.009671080301678,18,-0.6814822096353772,28,0.8339965048238399
120,721.1,-0.015209229206742541,719.0627506860097,19,-5.181586906337548,19,-0.4222353481966448,28,0.5948754124646151
124,721.1,-0.008347942510767143,756.2849494520823,19,-5.108378080053935,19,-0.517147545558345,29,0.6834740443101953
128,721.1,-0.004477299569767814,761.1249249617259,19,-5.094644941909919,19,-0.5264321844501694,30,0.6940027769146457
132,753.3,-0.013020680280015415,765.6779012393952,19,-5.09394393880216,19,-0.3834065245613936,31,0.5509013133649789
136,753.3,-0.01434212163982325,842.0912325382233,19,-4.866367441415787,19,-0.7201764411607291,32,0.8636939513848887
140,753.3,-0.017804089617468967,838.9217827192942,19,-4.874829270773464,19,-0.8296631298497473,33,0.9703029608395364
144,721.6,-0.010835598963122268,836.5584374332427,20,-4.882416787246863,20,-0.9729292603958554,35,1.101100578341219
148,745.4,-0.020146566425843136,766.5967386540913,21,-5.114385378810148,21,-0.6080188227531736,35,0.7531411964410827
152,745.4,-0.02268671781661759,826.348857209796,21,-4.949842634749792,21,-1.0544665121234258,36,1.16479014410386
156,768.3,-0.02764441678320682,829.0698766240619,21,-4.949833801507005,21,-1.058405304950189,37,1.1741694846796613
160,768.3,-0.025565625475314203,889.4055769420805,22,-4.784279896437175,22,-1.320358944981662,38,1.421528188458511
164,768.3,-0.02860276169615768,887.9757853517079,22,-4.787968703560413,22,-1.1209964863416768,38,1.2149680364841506
168,768.3,-0.027813701857869223,881.9268503388906,23,-4.810339506088741,23,-1.1073648167770382,40,1.2067715070030043
172,768.3,-0.030558686857556187,882.6668057832263,23,-4.815794889250445,23,-0.8991572447267495,40,0.9985268495361955
176,768.3,-0.03175803261930124,880.4257531810943,23,-4.813845952966856,23,-0.8709316891852381,41,0.9739749773556277
180,768.3,-0.027869681729129014,882.090172787621,24,-4.810324447803081,24,-0.8771345845394073,43,0.9831697016505023
184,800.0,-0.03665890823229187,884.2950750805085,25,-4.813703867083504,25,-0.6587839951088268,44,0.7674120365792796
188,800.0,-0.03617024506530331,949.9861750539145,26,-4.602593004869091,26,-0.9699520831239512,45,1.05167378904091
192,800.0,-0.03770265734536518,951.4294300587972,27,-4.6031789132290415,27,-0.8815253192598984,46,0.9730251573357316
196,772.3,-0.029130962169740992,950.1504695383707,28,-4.612164848049482,28,-0.9812612198912796,47,1.0702922627495395
200,772.3,-0.029889548275696693,881.4481666755677,29,-4.817111768821875,29,-0.7151199160926304,47,0.8308041219413281
204,757.5,-0.022005601955860675,879.625311501821,30,-4.828221732543575,30,-0.9316424337731828,49,1.0475199197232725
208,757.5,-0.023458427174724204,832.5400231056213,31,-4.944305560986201,31,-0.7681246090215992,49,0.8752284325460593
212,757.5,-0.024638194378556966,823.9579176470437,31,-4.9546649621592636,31,-0.9754329305239177,50,1.082538478983773
216,724.5,-0.017243101547695584,819.9867136268616,32,-4.9731571238901875,32,-1.0532226414836219,52,1.1596313108801843
220,724.5,-0.01422638116902429,746.604875469571,33,-5.225128519014707,33,-0.5750274778888116,52,0.7342675071756046
224,724.5,-0.011190761850349333,750.1872940893628,33,-5.219286358332823,33,-0.4839516350938495,52,0.6446123387548659
228,724.5,-0.012051320700595156,751.9785510321117,33,-5.2258738479443965,33,-0.48695987005108243,53,0.6593288192616569
232,724.5,-0.00925404908521917,746.6351325038729,33,-5.244621957152608,33,-0.5859741416451749,54,0.7565282196932369
236,752.2,-0.012832365973670826,747.918250815437,34,-5.2460815138050485,34,-0.4507361458554781,56,0.6200479626456896
240,752.2,-0.013840831774170292,820.0061878843762,34,-5.045559370990783,34,-0.6589487801116913,57,0.7960296335948838
